full_name,course_name,present_days,total_days
"Pooja Joshi","VLSI Design",1,1
"Priya Pandey","VLSI Design",4,4
"Sai Bansal","VLSI Design",1,1
"Krishna Iyer","VLSI Design",1,1
"Aman Sharma","VLSI Design",2,2
"Ananya Choudhary","VLSI Design",1,1
"Ritesh Choudhary","VLSI Design",1,1
"Deepak Patel","VLSI Design",2,2
"Yash Reddy","VLSI Design",1,1
"Yash Patel","VLSI Design",1,1
"Aditi Pandey","VLSI Design",1,1
"Nikhil Ghosh","VLSI Design",1,1
"Kunal Reddy","VLSI Design",1,1
"Aditya Rao","VLSI Design",1,1
"Yash Thakur","VLSI Design",1,1
"Harsh Joshi","VLSI Design",1,1
"Aditya Das","VLSI Design",1,2
"Rahul Das","VLSI Design",1,1
"Ananya Iyer","VLSI Design",1,1
"Kavya Dubey","VLSI Design",1,1
"Aarav Nair","VLSI Design",0,2
"Mohit Pandey","VLSI Design",1,1
"Varun Agarwal","VLSI Design",1,1
"Diya Joshi","VLSI Design",1,1
"Meera Choudhary","VLSI Design",1,1
"Kunal Kapoor","VLSI Design",1,1
"Rohan Agarwal","VLSI Design",1,1
"Nikhil Dubey","VLSI Design",0,1
"Siddharth Reddy","VLSI Design",2,3
"Ritesh Patel","VLSI Design",1,1
"Aditi Jain","VLSI Design",0,1
"Ritesh Mehta","VLSI Design",1,1
"Vivaan Thakur","VLSI Design",1,1
"Dev Agarwal","VLSI Design",0,1
"Mohit Joshi","VLSI Design",1,1
"Pooja Gupta","VLSI Design",1,2
"Pooja Sinha","VLSI Design",2,2
"Deepak Verma","VLSI Design",1,1
"Neha Agarwal","VLSI Design",2,2
"Sneha Reddy","VLSI Design",1,1
"Mohit Das","VLSI Design",1,1
"Vivaan Mehta","VLSI Design",2,2
"Rahul Mehta","VLSI Design",2,2
"Krishna Reddy","VLSI Design",1,1
"Neha Sharma","VLSI Design",0,1
"Aman Thakur","VLSI Design",0,1
"Deepak Bansal","VLSI Design",2,2
"Meera Reddy","VLSI Design",1,1
"Yash Sharma","VLSI Design",1,1
"Aditi Bansal","VLSI Design",0,1
"Meera Das","VLSI Design",0,1
"Aman Sinha","VLSI Design",1,1
"Mohit Dubey","VLSI Design",0,1
"Siddharth Choudhary","VLSI Design",1,1
"Mohit Reddy","VLSI Design",1,1
"Aditi Kapoor","VLSI Design",1,1
"Harsh Mehta","VLSI Design",2,2
"Krishna Mehta","VLSI Design",1,1
"Kavya Joshi","VLSI Design",1,1
"Vivaan Pandey","VLSI Design",1,1
"Rahul Nair","VLSI Design",0,1
"Aditya Iyer","VLSI Design",1,1
"Dev Joshi","VLSI Design",1,1
"Rahul Ghosh","VLSI Design",0,1
"Aman Pandey","VLSI Design",0,1
"Diya Khanna","VLSI Design",0,1
"Dev Menon","VLSI Design",2,2
"Siddharth Patel","VLSI Design",1,1
"Mohit Mehta","VLSI Design",1,1
"Tanmay Dubey","VLSI Design",1,1
"Sneha Bansal","VLSI Design",1,1
"Rohan Patel","VLSI Design",1,1
"Om Choudhary","VLSI Design",1,1
"Aditya Reddy","VLSI Design",1,1
"Manav Iyer","VLSI Design",1,1
"Aditya Khanna","VLSI Design",1,1
"Nikhil Verma","VLSI Design",1,1
"Diya Bansal","VLSI Design",0,1
"Tanmay Choudhary","VLSI Design",1,1
"Mohit Ghosh","VLSI Design",1,1
"Sai Kapoor","VLSI Design",1,1
"Meera Dubey","VLSI Design",0,1
"Sai Ghosh","VLSI Design",0,1
"Deepak Pandey","VLSI Design",1,1
"Sneha Patel","VLSI Design",1,1
"Aditya Patel","VLSI Design",1,1
"Pooja Choudhary","VLSI Design",2,2
"Neha Patel","VLSI Design",1,1
"Neha Verma","VLSI Design",1,1
"Manav Dubey","VLSI Design",1,1
"Pooja Rao","VLSI Design",1,1
"Aditya Nair","VLSI Design",1,1
"Priya Ghosh",Microprocessors,1,2
"Vivaan Reddy",Microprocessors,1,1
"Mohit Agarwal",Microprocessors,1,1
"Harsh Choudhary",Microprocessors,0,1
"Mohit Sharma",Microprocessors,2,2
"Diya Patel",Microprocessors,1,1
"Yash Joshi",Microprocessors,2,2
"Harsh Joshi",Microprocessors,1,1
"Siddharth Joshi",Microprocessors,1,1
"Rohan Pandey",Microprocessors,1,1
"Diya Kapoor",Microprocessors,1,1
"Mohit Menon",Microprocessors,1,1
"Krishna Dubey",Microprocessors,1,1
"Aditya Gupta",Microprocessors,3,3
"Yash Nair",Microprocessors,1,1
"Ritesh Agarwal",Microprocessors,1,1
"Priya Sinha",Microprocessors,1,2
"Meera Nair",Microprocessors,1,1
"Dev Sinha",Microprocessors,1,1
"Priya Choudhary",Microprocessors,1,1
"Ananya Das",Microprocessors,2,2
"Tanmay Thakur",Microprocessors,0,1
"Ananya Kapoor",Microprocessors,2,2
"Rohan Rao",Microprocessors,1,1
"Aditya Sinha",Microprocessors,1,1
"Vivaan Rao",Microprocessors,2,2
"Mohit Patel",Microprocessors,1,1
"Manav Pandey",Microprocessors,1,1
"Diya Iyer",Microprocessors,1,1
"Sai Bansal",Microprocessors,1,1
"Yash Verma",Microprocessors,2,2
"Deepak Sharma",Microprocessors,1,1
"Dev Agarwal",Microprocessors,1,1
"Ritesh Das",Microprocessors,1,1
"Aditya Joshi",Microprocessors,1,1
"Mohit Khanna",Microprocessors,0,2
"Rahul Thakur",Microprocessors,1,1
"Neha Nair",Microprocessors,1,1
"Kunal Thakur",Microprocessors,2,2
"Priya Reddy",Microprocessors,1,1
"Aarav Khanna",Microprocessors,1,1
"Krishna Joshi",Microprocessors,1,2
"Manav Joshi",Microprocessors,0,2
"Siddharth Thakur",Microprocessors,0,1
"Aman Das",Microprocessors,3,4
"Varun Sharma",Microprocessors,2,2
"Sneha Rao",Microprocessors,3,3
"Aman Mehta",Microprocessors,2,2
"Om Ghosh",Microprocessors,2,2
"Diya Verma",Microprocessors,1,1
"Kunal Mehta",Microprocessors,0,1
"Dev Dubey",Microprocessors,1,1
"Tanmay Mehta",Microprocessors,1,2
"Aarav Reddy",Microprocessors,1,1
"Arjun Rao",Microprocessors,1,1
"Rohan Thakur",Microprocessors,1,1
"Nikhil Mehta",Microprocessors,1,1
"Priya Iyer",Microprocessors,1,1
"Kunal Choudhary",Microprocessors,1,1
"Deepak Iyer",Microprocessors,2,2
"Diya Das",Microprocessors,1,1
"Om Agarwal",Microprocessors,1,1
"Sai Choudhary",Microprocessors,1,1
"Om Iyer",Microprocessors,2,2
"Aditi Choudhary",Microprocessors,0,1
"Ritika Agarwal",Microprocessors,1,1
"Varun Verma",Microprocessors,1,1
"Nikhil Khanna",Microprocessors,1,1
"Meera Agarwal",Microprocessors,1,1
"Siddharth Sharma",Microprocessors,2,2
"Tanmay Verma",Microprocessors,1,1
"Aman Agarwal",Microprocessors,0,1
"Deepak Nair",Microprocessors,0,1
"Vivaan Agarwal",Microprocessors,0,1
"Manav Sharma",Microprocessors,1,1
"Pooja Mehta",Microprocessors,1,2
"Sneha Agarwal",Microprocessors,1,1
"Yash Iyer",Microprocessors,1,1
"Krishna Rao",Microprocessors,1,1
"Sneha Patel",Microprocessors,2,2
"Kavya Nair",Microprocessors,1,1
"Manav Nair",Microprocessors,1,1
"Dev Nair",Microprocessors,1,1
"Neha Ghosh",Microprocessors,1,1
"Meera Jain",Microprocessors,1,1
"Aditi Menon",Microprocessors,1,1
"Ananya Patel",Microprocessors,0,1
"Diya Jain",Microprocessors,1,1
"Sai Verma",Microprocessors,1,1
"Harsh Patel",Microprocessors,1,1
"Sai Sinha",Microprocessors,2,2
"Nikhil Das",Microprocessors,1,1
"Dev Verma",Microprocessors,1,1
"Aditya Rao",Microprocessors,1,1
"Siddharth Iyer",Microprocessors,1,1
"Meera Mehta",Microprocessors,1,2
"Rahul Khanna",Microprocessors,1,1
"Om Patel",Microprocessors,1,1
"Siddharth Khanna",Microprocessors,1,1
"Arjun Choudhary",Microprocessors,2,2
"Priya Patel",Microprocessors,1,1
"Mohit Nair",Microprocessors,1,1
"Kunal Khanna",Microprocessors,0,1
"Tanmay Ghosh",Microprocessors,1,1
"Meera Ghosh",Microprocessors,1,1
"Arjun Ghosh",Microprocessors,1,1
"Rohan Choudhary",Microprocessors,1,1
"Arjun Agarwal",Microprocessors,1,1
"Ananya Rao",Microprocessors,0,1
"Vivaan Khanna",Microprocessors,1,1
"Meera Menon",Microprocessors,1,1
"Pooja Kapoor",Microprocessors,1,1
"Ishaan Pandey",Microprocessors,1,1
"Dev Das",Microprocessors,1,1
"Rahul Jain",Microprocessors,1,1
"Kunal Patel",Microprocessors,1,1
"Yash Sinha",Microprocessors,0,1
"Ananya Khanna",Microprocessors,2,2
"Pooja Joshi",Microprocessors,0,1
"Ishaan Sinha",Microprocessors,1,1
"Aman Joshi",Microprocessors,0,1
"Rahul Dubey",Microprocessors,1,1
"Harsh Mehta",Microprocessors,1,1
"Krishna Nair",Microprocessors,1,1
"Dev Mehta","Digital Electronics",1,2
"Mohit Reddy","Digital Electronics",0,1
"Kunal Choudhary","Digital Electronics",1,1
"Nikhil Bansal","Digital Electronics",1,1
"Meera Agarwal","Digital Electronics",1,1
"Ananya Patel","Digital Electronics",2,2
"Kavya Sinha","Digital Electronics",2,2
"Ananya Rao","Digital Electronics",1,1
"Om Kapoor","Digital Electronics",1,1
"Rahul Verma","Digital Electronics",1,2
"Sneha Ghosh","Digital Electronics",1,1
"Yash Ghosh","Digital Electronics",1,2
"Siddharth Bansal","Digital Electronics",1,1
"Neha Nair","Digital Electronics",1,1
"Sneha Jain","Digital Electronics",2,2
"Om Iyer","Digital Electronics",1,1
"Harsh Ghosh","Digital Electronics",2,2
"Krishna Dubey","Digital Electronics",2,2
"Manav Menon","Digital Electronics",1,1
"Vivaan Joshi","Digital Electronics",1,1
"Aditi Verma","Digital Electronics",0,1
"Kavya Reddy","Digital Electronics",1,1
"Vivaan Verma","Digital Electronics",2,2
"Kunal Reddy","Digital Electronics",1,1
"Rahul Patel","Digital Electronics",1,1
"Dev Ghosh","Digital Electronics",1,2
"Sai Iyer","Digital Electronics",0,1
"Nikhil Das","Digital Electronics",0,1
"Yash Sharma","Digital Electronics",1,2
"Nikhil Nair","Digital Electronics",1,1
"Sai Ghosh","Digital Electronics",3,3
"Neha Das","Digital Electronics",1,1
"Ishaan Dubey","Digital Electronics",2,2
"Sai Joshi","Digital Electronics",1,1
"Om Mehta","Digital Electronics",1,1
"Arjun Bansal","Digital Electronics",0,1
"Ananya Gupta","Digital Electronics",1,2
"Sneha Gupta","Digital Electronics",2,2
"Ritesh Menon","Digital Electronics",0,1
"Pooja Jain","Digital Electronics",1,1
"Tanmay Ghosh","Digital Electronics",0,1
"Krishna Nair","Digital Electronics",1,1
"Ritika Gupta","Digital Electronics",1,1
"Sneha Mehta","Digital Electronics",2,2
"Siddharth Gupta","Digital Electronics",1,1
"Rahul Menon","Digital Electronics",1,1
"Pooja Thakur","Digital Electronics",1,1
"Varun Sinha","Digital Electronics",1,1
"Nikhil Patel","Digital Electronics",1,1
"Siddharth Jain","Digital Electronics",0,1
"Vivaan Mehta","Digital Electronics",4,4
"Harsh Gupta","Digital Electronics",1,1
"Arjun Jain","Digital Electronics",1,1
"Tanmay Dubey","Digital Electronics",0,1
"Aditi Agarwal","Digital Electronics",1,1
"Vivaan Reddy","Digital Electronics",2,2
"Aditi Bansal","Digital Electronics",2,2
"Aarav Sharma","Digital Electronics",0,1
"Om Menon","Digital Electronics",0,1
"Dev Nair","Digital Electronics",2,2
"Pooja Mehta","Digital Electronics",1,1
"Aman Patel","Digital Electronics",1,1
"Varun Menon","Digital Electronics",1,1
"Kavya Agarwal","Digital Electronics",2,2
"Ishaan Pandey","Digital Electronics",0,1
"Neha Pandey","Digital Electronics",1,1
"Dev Agarwal","Digital Electronics",1,1
"Ishaan Mehta","Digital Electronics",1,1
"Om Gupta","Digital Electronics",1,1
"Tanmay Gupta","Digital Electronics",1,1
"Rohan Ghosh","Digital Electronics",1,1
"Krishna Choudhary","Digital Electronics",1,1
"Krishna Gupta","Digital Electronics",1,1
"Rahul Kapoor","Digital Electronics",2,2
"Kavya Jain","Digital Electronics",1,1
"Kavya Patel","Digital Electronics",1,1
"Pooja Khanna","Digital Electronics",1,1
"Varun Patel","Digital Electronics",1,1
"Siddharth Das","Digital Electronics",1,1
"Deepak Iyer","Digital Electronics",0,1
"Ritesh Jain","Digital Electronics",1,1
"Kavya Choudhary","Digital Electronics",0,1
"Aman Mehta","Digital Electronics",1,1
"Priya Das","Digital Electronics",1,1
"Ishaan Verma","Digital Electronics",1,2
"Krishna Iyer","Digital Electronics",1,1
"Aditya Das","Digital Electronics",0,1
"Arjun Dubey","Digital Electronics",1,1
"Meera Mehta","Digital Electronics",1,1
"Aman Iyer","Digital Electronics",0,1
"Om Bansal","Digital Electronics",1,1
"Rohan Verma","Digital Electronics",1,1
"Tanmay Sinha","Digital Electronics",1,1
"Krishna Bansal","Digital Electronics",0,1
"Om Thakur","Digital Electronics",1,1
"Aditi Reddy","Digital Electronics",1,1
"Krishna Sharma","Digital Electronics",1,1
"Aman Joshi","Digital Electronics",1,1
"Siddharth Reddy","Digital Electronics",1,1
"Priya Iyer","Digital Electronics",1,1
"Ritika Kapoor","Digital Electronics",1,1
"Aarav Agarwal","Digital Electronics",1,1
"Manav Rao","Digital Electronics",0,1
"Ishaan Patel","Digital Electronics",0,1
"Diya Agarwal","Digital Electronics",1,1
"Ananya Ghosh","Digital Electronics",1,1
"Om Dubey","Semiconductor Devices",1,1
"Kunal Patel","Semiconductor Devices",1,1
"Nikhil Gupta","Semiconductor Devices",1,1
"Aditya Choudhary","Semiconductor Devices",0,1
"Krishna Sharma","Semiconductor Devices",1,2
"Neha Gupta","Semiconductor Devices",1,1
"Sneha Kapoor","Semiconductor Devices",2,4
"Aman Iyer","Semiconductor Devices",0,1
"Ananya Verma","Semiconductor Devices",3,3
"Neha Khanna","Semiconductor Devices",0,1
"Rahul Mehta","Semiconductor Devices",1,1
"Aditya Verma","Semiconductor Devices",1,1
"Diya Bansal","Semiconductor Devices",1,1
"Ritika Joshi","Semiconductor Devices",0,1
"Sai Iyer","Semiconductor Devices",1,1
"Dev Sharma","Semiconductor Devices",1,1
"Kavya Patel","Semiconductor Devices",1,1
"Deepak Iyer","Semiconductor Devices",2,2
"Ritika Das","Semiconductor Devices",1,1
"Krishna Choudhary","Semiconductor Devices",1,1
"Siddharth Menon","Semiconductor Devices",2,2
"Aarav Pandey","Semiconductor Devices",0,1
"Sneha Khanna","Semiconductor Devices",2,2
"Sneha Dubey","Semiconductor Devices",2,3
"Siddharth Patel","Semiconductor Devices",1,1
"Siddharth Kapoor","Semiconductor Devices",0,1
"Aditya Agarwal","Semiconductor Devices",2,2
"Aditi Sharma","Semiconductor Devices",1,1
"Aarav Choudhary","Semiconductor Devices",0,1
"Om Sharma","Semiconductor Devices",1,1
"Dev Bansal","Semiconductor Devices",1,1
"Neha Pandey","Semiconductor Devices",0,1
"Nikhil Sharma","Semiconductor Devices",1,1
"Aditi Pandey","Semiconductor Devices",1,1
"Manav Agarwal","Semiconductor Devices",1,1
"Mohit Sinha","Semiconductor Devices",1,1
"Siddharth Agarwal","Semiconductor Devices",0,1
"Om Agarwal","Semiconductor Devices",1,1
"Ananya Rao","Semiconductor Devices",0,1
"Mohit Das","Semiconductor Devices",2,2
"Priya Patel","Semiconductor Devices",1,1
"Dev Reddy","Semiconductor Devices",0,1
"Om Rao","Semiconductor Devices",1,1
"Deepak Thakur","Semiconductor Devices",1,1
"Tanmay Bansal","Semiconductor Devices",1,1
"Krishna Ghosh","Semiconductor Devices",0,1
"Krishna Gupta","Semiconductor Devices",0,1
"Ritesh Kapoor","Semiconductor Devices",0,1
"Neha Joshi","Semiconductor Devices",1,2
"Kunal Ghosh","Semiconductor Devices",0,2
"Ananya Thakur","Semiconductor Devices",1,1
"Varun Choudhary","Semiconductor Devices",1,1
"Sneha Pandey","Semiconductor Devices",1,1
"Pooja Das","Semiconductor Devices",1,1
"Meera Verma","Semiconductor Devices",1,1
"Meera Menon","Semiconductor Devices",1,1
"Aditya Pandey","Semiconductor Devices",2,2
"Deepak Gupta","Semiconductor Devices",1,1
"Sai Bansal","Semiconductor Devices",1,1
"Neha Kapoor","Semiconductor Devices",1,1
"Dev Nair","Semiconductor Devices",0,1
"Krishna Patel","Semiconductor Devices",0,1
"Diya Sharma","Semiconductor Devices",1,1
"Vivaan Thakur","Semiconductor Devices",0,1
"Aman Menon","Semiconductor Devices",1,1
"Dev Iyer","Semiconductor Devices",1,1
"Aditi Jain","Semiconductor Devices",0,1
"Sai Patel","Semiconductor Devices",1,1
"Aarav Sharma","Semiconductor Devices",1,1
"Meera Iyer","Semiconductor Devices",1,1
"Pooja Jain","Semiconductor Devices",1,1
"Mohit Choudhary","Semiconductor Devices",1,1
"Varun Patel","Semiconductor Devices",1,1
"Deepak Das","Semiconductor Devices",0,1
"Pooja Thakur","Semiconductor Devices",1,1
"Pooja Joshi","Semiconductor Devices",0,1
"Harsh Bansal","Semiconductor Devices",1,1
"Mohit Verma","Semiconductor Devices",1,2
"Aman Gupta","Semiconductor Devices",1,1
"Ananya Joshi","Semiconductor Devices",1,1
"Varun Reddy","Semiconductor Devices",1,1
"Ishaan Dubey","Semiconductor Devices",1,2
"Aditya Bansal","Semiconductor Devices",1,1
"Siddharth Verma","Semiconductor Devices",2,3
"Rohan Rao","Semiconductor Devices",3,3
"Deepak Jain","Semiconductor Devices",1,1
"Tanmay Khanna","Semiconductor Devices",0,1
"Ananya Sinha","Semiconductor Devices",0,1
"Aman Joshi","Semiconductor Devices",1,1
"Ananya Agarwal","Semiconductor Devices",1,1
"Rahul Nair","Semiconductor Devices",1,1
"Sneha Sharma","Semiconductor Devices",1,1
"Rahul Dubey","Semiconductor Devices",2,2
"Ishaan Agarwal","Semiconductor Devices",0,1
"Rahul Gupta","Semiconductor Devices",1,1
"Deepak Reddy","Semiconductor Devices",2,2
"Kavya Sharma","Semiconductor Devices",1,1
"Aarav Jain","Semiconductor Devices",1,1
"Nikhil Joshi","Semiconductor Devices",1,1
"Yash Pandey","Semiconductor Devices",1,1
"Sai Verma","Semiconductor Devices",1,1
"Diya Iyer","Semiconductor Devices",1,1
"Deepak Choudhary","Semiconductor Devices",1,1
"Kavya Iyer","Semiconductor Devices",0,1
"Rohan Dubey","Semiconductor Devices",1,1
"Vivaan Sharma","Semiconductor Devices",1,1
"Aditi Choudhary","Semiconductor Devices",0,1
"Sneha Ghosh","Semiconductor Devices",1,1
"Ritika Choudhary","Semiconductor Devices",0,1
"Manav Kapoor","Semiconductor Devices",0,1
"Aditya Das","Semiconductor Devices",1,1
"Om Joshi","Semiconductor Devices",1,1
"Harsh Choudhary","Semiconductor Devices",1,1
"Ishaan Verma","Semiconductor Devices",1,1
"Sneha Jain","Semiconductor Devices",1,1
"Mohit Agarwal","Semiconductor Devices",1,1
"Rohan Joshi","Semiconductor Devices",1,1
"Rohan Bansal","Semiconductor Devices",1,1
"Harsh Pandey","Semiconductor Devices",1,1
"Aditya Gupta","Semiconductor Devices",1,1
"Ritesh Nair","Semiconductor Devices",0,1
"Priya Gupta","Semiconductor Devices",1,1
"Arjun Joshi","Semiconductor Devices",1,1
"Ananya Ghosh","Semiconductor Devices",1,1
"Arjun Das","Semiconductor Devices",1,1
"Rahul Pandey","Semiconductor Devices",1,1
"Pooja Verma","Semiconductor Devices",0,1
"Aditya Khanna","Theory of Computation",0,1
"Pooja Joshi","Theory of Computation",1,1
"Yash Nair","Theory of Computation",0,1
"Vivaan Patel","Theory of Computation",1,1
"Sneha Das","Theory of Computation",3,4
"Neha Verma","Theory of Computation",2,2
"Vivaan Dubey","Theory of Computation",1,1
"Pooja Agarwal","Theory of Computation",2,2
"Mohit Sharma","Theory of Computation",1,1
"Harsh Bansal","Theory of Computation",0,2
"Sneha Iyer","Theory of Computation",1,1
"Krishna Reddy","Theory of Computation",1,2
"Varun Sinha","Theory of Computation",1,1
"Meera Joshi","Theory of Computation",1,1
